Id, X, Y, Dependency, Repeat, Duration
0 36 14 0 5 82
1 13 21 0 4 83
2 37 6 0 5 91
3 13 19 0 1 90
4 43 26 0 3 31
5 50 26 0 4 52
6 35 5 0 4 25
7 38 19 0 3 100
8 7 25 0 2 18
9 10 21 0 1 74
10 50 18 0 2 93
11 18 26 0 2 116
12 48 6 0 5 36
13 21 17 0 1 22
14 23 5 0 5 43
15 3 22 0 1 117
16 49 10 0 4 40
17 34 23 0 1 80
18 3 25 0 1 70
19 43 4 0 3 47
20 9 14 0 5 40
21 7 17 0 5 109
22 10 11 0 3 89
23 42 3 0 4 74
24 11 7 0 4 20
25 32 18 0 3 65
26 34 16 0 1 22
27 49 17 0 2 98
28 25 9 0 3 82
29 7 11 0 1 104
30 2 21 0 3 115
31 26 24 0 1 14
32 44 12 0 1 115
33 48 21 0 5 64
34 6 18 0 3 25
35 14 23 0 2 70
36 21 13 0 5 85
37 2 25 0 5 24
38 33 11 0 5 111
39 33 2 0 1 117
40 40 4 0 4 81
41 26 25 0 1 113
42 28 23 0 2 83
43 35 26 0 5 10
44 6 3 0 4 107
45 8 9 0 3 93
46 37 27 0 5 77
47 33 23 0 4 119
48 29 13 0 3 105
49 50 13 0 2 65
50 11 3 0 3 35
51 20 12 0 2 76
52 46 18 0 2 112
53 49 7 0 2 93
54 14 9 0 1 104
55 9 22 0 1 11
56 29 15 0 4 75
57 13 15 0 1 16
58 44 8 0 5 66
59 17 5 0 1 23
60 13 5 0 4 34
61 42 13 0 1 105
62 37 25 0 3 109
63 44 14 0 2 88
64 43 6 0 1 16
65 39 25 0 1 77
66 10 3 0 2 80
67 33 13 0 3 39
68 14 21 0 5 74
69 36 11 0 4 94
70 23 22 0 5 104
71 31 19 0 3 28
72 45 23 0 2 113
73 23 12 0 1 102
74 24 11 0 3 108
75 21 21 0 5 100
76 43 18 0 3 17
77 35 7 0 5 112
78 49 3 0 1 119
79 43 11 0 5 87
80 40 11 0 3 46
81 46 13 42 2 111
82 27 15 0 4 94
83 9 18 0 2 22
84 8 15 0 4 107
85 9 25 0 1 101
86 33 3 0 2 59
87 41 23 0 4 84
88 46 2 0 4 43
89 22 19 0 2 108
90 36 10 0 5 40
91 30 18 0 2 13
92 25 11 0 1 49
93 33 20 0 3 44
94 35 6 0 4 92
95 23 8 0 3 29
96 50 6 0 1 80
97 23 21 0 3 81
98 7 19 0 3 40
99 43 2 0 4 93

