Id, X, Y, Dependency, Repeat, Duration
0 19 12 57 1 107
1 50 17 10 10 37
2 9 7 92 14 10
3 39 21 34 17 219
4 11 9 0 20 244
5 4 15 71 14 126
6 27 8 0 10 224
7 27 10 0 12 49
8 36 4 72 4 31
9 27 9 62 11 276
10 3 5 0 1 10
11 20 23 0 12 225
12 40 23 60 4 83
13 45 3 0 5 164
14 33 5 0 16 144
15 14 18 4 12 157
16 19 10 0 14 235
17 32 18 4 1 176
18 14 13 0 9 237
19 22 12 91 17 30
20 15 11 88 18 40
21 24 17 0 5 263
22 8 15 79 2 143
23 16 9 18 2 186
24 24 11 0 16 38
25 21 24 62 17 147
26 7 23 47 8 249
27 43 20 0 4 270
28 17 15 16 18 171
29 25 21 0 11 132
30 40 15 65 2 206
31 49 21 10 3 62
32 38 15 48 5 181
33 13 18 15 7 285
34 14 5 0 12 278
35 48 19 0 11 260
36 22 11 17 13 76
37 27 27 63 14 299
38 44 5 37 16 274
39 36 21 60 5 119
40 15 2 20 5 125
41 4 10 39 8 172
42 21 21 46 11 156
43 25 19 29 2 267
44 4 9 53 11 64
45 28 24 63 2 194
46 7 21 0 4 248
47 25 22 16 3 294
48 10 19 66 13 106
49 6 7 0 16 173
50 42 20 26 7 110
51 17 14 26 2 110
52 46 5 78 14 41
53 43 21 62 10 191
54 23 10 52 2 264
55 36 17 65 3 255
56 35 17 65 17 187
57 34 15 0 15 260
58 13 21 39 14 224
59 46 11 0 17 137
60 24 19 75 13 152
61 18 18 63 13 238
62 33 15 0 4 75
63 29 9 31 13 24
64 50 21 0 4 152
65 7 19 37 2 28
66 40 2 0 11 202
67 30 27 72 20 242
68 41 5 0 6 65
69 14 19 16 2 279
70 48 14 95 18 136
71 13 10 0 6 127
72 6 5 0 13 36
73 44 9 7 3 136
74 35 24 46 16 278
75 13 2 0 12 180
76 2 25 43 7 82
77 44 14 45 19 130
78 12 2 71 11 271
79 10 27 38 15 147
80 38 16 0 1 147
81 19 7 4 17 24
82 42 4 37 1 291
83 41 27 0 12 300
84 35 3 0 19 69
85 27 6 0 2 293
86 27 20 98 20 119
87 47 9 52 8 150
88 45 25 95 2 202
89 15 7 0 19 94
90 34 11 0 5 152
91 43 14 0 6 160
92 46 18 54 3 83
93 45 7 67 1 269
94 17 2 56 19 145
95 23 17 39 20 175
96 49 6 84 10 128
97 33 14 0 18 105
98 31 5 21 11 23
99 6 11 0 4 114

