Id, X, Y, Dependency, Repeat, Duration
0 2 21 16 21 295
1 24 24 56 20 97
2 35 4 17 2 327
3 10 21 0 24 256
4 11 22 34 6 428
5 7 7 79 22 497
6 3 19 30 3 111
7 21 24 81 8 270
8 38 17 39 17 253
9 15 6 76 14 368
10 48 27 0 9 333
11 18 4 74 15 342
12 41 27 28 7 174
13 9 15 53 20 351
14 4 2 21 9 15
15 16 22 88 9 296
16 20 22 0 6 76
17 18 7 61 17 486
18 23 16 77 15 435
19 23 24 0 2 441
20 16 17 52 9 375
21 19 15 90 23 325
22 17 24 94 12 271
23 44 8 94 9 59
24 33 16 56 2 302
25 36 23 67 20 470
26 28 16 36 18 102
27 21 4 42 2 422
28 13 22 48 1 186
29 23 9 86 7 286
30 13 14 93 5 27
31 39 20 89 6 424
32 42 26 8 22 468
33 3 22 37 6 177
34 39 22 48 11 116
35 48 22 22 20 348
36 34 18 30 9 323
37 35 23 0 5 321
38 7 15 47 21 52
39 50 9 43 10 495
40 48 21 60 24 416
41 35 6 83 16 164
42 22 5 0 13 203
43 8 7 75 18 87
44 33 10 47 1 468
45 25 9 0 16 178
46 45 22 0 24 259
47 41 5 10 13 233
48 10 23 47 13 13
49 36 2 0 5 147
50 36 18 10 1 161
51 40 9 54 13 241
52 7 17 8 22 232
53 46 18 36 15 416
54 11 24 71 10 82
55 6 12 25 6 379
56 18 20 67 24 27
57 11 21 89 1 424
58 6 15 18 12 459
59 3 11 15 8 130
60 29 25 21 5 111
61 3 23 70 17 294
62 30 17 73 9 94
63 35 2 68 7 187
64 21 15 52 11 66
65 18 18 58 5 72
66 25 17 0 18 82
67 14 7 63 8 358
68 10 9 52 15 439
69 13 3 64 14 247
70 15 9 72 18 441
71 8 23 87 17 45
72 41 13 77 15 108
73 24 21 41 3 361
74 35 17 41 8 166
75 13 9 90 2 238
76 37 19 50 25 473
77 39 7 86 21 197
78 15 13 75 15 400
79 36 9 9 12 470
80 49 4 74 10 78
81 42 10 53 11 195
82 45 17 34 16 486
83 4 5 52 19 83
84 18 27 72 19 33
85 38 6 95 1 256
86 46 8 64 13 208
87 3 21 29 8 329
88 45 14 54 7 321
89 34 25 46 20 59
90 43 17 0 10 93
91 39 13 47 22 433
92 23 25 6 4 285
93 42 19 43 22 273
94 35 19 13 21 472
95 42 20 93 16 147
96 10 3 19 17 22
97 38 10 8 15 148
98 39 3 42 2 149
99 27 21 7 8 346

