Id, X, Y, Dependency, Repeat, Duration
0 23 16 8 7 191
1 24 27 43 6 81
2 41 10 59 13 296
3 39 27 48 3 161
4 31 9 0 13 114
5 50 18 90 12 93
6 15 27 15 2 23
7 14 6 9 20 208
8 49 9 0 8 39
9 19 13 101 19 57
10 50 21 30 11 76
11 11 25 0 8 173
12 46 22 0 16 54
13 15 2 0 8 177
14 3 9 0 19 287
15 2 11 0 11 130
16 39 15 100 12 55
17 41 3 0 14 284
18 14 9 12 8 262
19 25 9 0 6 179
20 4 18 103 18 58
21 34 18 0 17 45
22 25 27 145 7 261
23 23 27 144 19 48
24 43 3 0 14 86
25 4 25 0 4 177
26 34 9 42 10 43
27 9 26 71 16 68
28 19 18 0 2 102
29 28 12 0 8 74
30 39 22 78 15 56
31 13 18 72 8 264
32 39 6 65 14 27
33 3 14 0 2 21
34 11 18 15 6 184
35 29 27 109 2 233
36 39 23 0 8 260
37 44 23 0 1 45
38 40 7 65 7 184
39 50 11 0 20 295
40 11 9 0 10 137
41 18 8 0 19 135
42 30 26 0 7 53
43 6 14 57 7 134
44 16 9 0 16 225
45 6 15 0 11 131
46 4 3 0 18 162
47 4 26 0 15 282
48 17 13 147 9 32
49 40 10 42 18 216
50 38 4 77 16 128
51 14 21 43 5 229
52 6 12 0 3 121
53 36 4 0 3 283
54 33 8 139 1 91
55 11 17 51 1 106
56 50 15 77 11 242
57 44 11 99 7 200
58 43 7 0 8 208
59 24 24 82 2 38
60 34 6 12 1 194
61 19 3 60 6 266
62 9 2 0 18 277
63 39 7 102 3 259
64 50 7 147 2 70
65 48 26 34 10 246
66 23 9 114 7 90
67 24 25 68 4 117
68 20 12 5 5 282
69 17 26 99 3 291
70 50 14 134 9 175
71 36 7 39 18 263
72 34 3 47 5 179
73 34 12 112 19 49
74 14 11 145 5 187
75 12 3 56 6 34
76 24 23 79 5 224
77 45 5 144 6 176
78 14 19 72 9 174
79 10 10 0 11 155
80 34 13 116 8 189
81 6 21 0 19 18
82 48 13 72 8 62
83 4 10 64 3 233
84 36 17 12 8 115
85 21 4 72 3 195
86 31 19 0 2 123
87 20 18 3 4 188
88 16 7 105 13 98
89 13 2 32 19 74
90 11 3 0 19 45
91 26 26 80 3 34
92 20 20 0 18 282
93 42 10 0 12 272
94 7 7 96 19 52
95 45 7 102 14 70
96 6 8 100 16 122
97 37 19 126 19 187
98 22 4 0 5 181
99 28 4 126 8 168
100 17 7 112 19 157
101 33 12 0 2 43
102 18 21 0 18 180
103 18 14 0 13 35
104 36 3 29 9 172
105 37 16 0 4 57
106 38 26 0 17 66
107 40 14 140 20 200
108 30 22 0 3 277
109 45 22 135 2 130
110 22 21 0 20 288
111 22 24 0 15 217
112 24 6 0 11 204
113 37 10 36 15 104
114 31 12 67 9 152
115 37 9 0 13 91
116 3 19 76 17 188
117 23 20 55 3 19
118 10 9 0 17 206
119 16 21 8 3 34
120 19 21 0 16 199
121 49 19 0 6 38
122 40 9 45 14 239
123 50 10 0 9 181
124 34 17 90 7 259
125 7 22 0 8 32
126 39 14 114 5 256
127 50 5 0 6 104
128 2 18 13 6 101
129 30 20 12 20 49
130 34 26 94 10 177
131 28 24 96 15 11
132 29 19 138 15 268
133 29 21 102 3 264
134 4 11 25 8 270
135 44 9 0 16 300
136 18 24 141 17 92
137 14 27 0 9 89
138 23 21 18 7 228
139 6 18 42 13 242
140 43 16 0 19 92
141 29 13 45 9 94
142 14 17 58 6 258
143 50 19 0 16 294
144 42 18 68 10 271
145 7 16 84 1 224
146 50 23 0 8 288
147 15 11 116 6 29
148 27 26 0 9 288
149 43 20 0 13 254

