Id, X, Y, Dependency, Repeat, Duration
0 38 16 0 5 88
1 9 6 0 5 96
2 21 17 0 1 16
3 9 18 0 1 86
4 14 25 0 4 55
5 6 19 0 1 58
6 27 8 0 3 103
7 45 8 0 4 97
8 21 21 0 3 97
9 30 8 0 4 28
10 36 18 0 4 80
11 29 19 0 4 118
12 46 19 0 1 83
13 35 20 0 4 101
14 5 13 0 5 74
15 33 12 0 1 111
16 9 22 0 4 71
17 43 7 0 3 57
18 17 18 0 2 31
19 9 19 0 5 54
20 42 25 0 2 64
21 10 7 0 4 94
22 24 17 0 1 94
23 13 23 0 1 33
24 17 22 0 1 46
25 37 27 0 1 71
26 49 4 0 5 19
27 38 26 0 1 36
28 18 20 0 1 120
29 19 20 0 3 25
30 20 17 0 1 55
31 31 22 0 4 48
32 46 14 0 3 78
33 15 24 0 1 87
34 19 5 0 5 28
35 23 5 0 5 75
36 14 10 0 5 20
37 34 21 0 1 95
38 42 14 0 5 118
39 48 14 0 1 25
40 42 26 0 2 63
41 12 22 0 4 21
42 46 4 0 4 17
43 38 13 0 3 119
44 17 27 0 3 99
45 22 19 0 3 52
46 40 6 0 1 108
47 23 23 0 5 27
48 12 3 0 3 89
49 39 27 0 3 72

